	x	y	frame	particle
6	956.4559936523438	213.32882690429688	68	28
7	738.2810668945312	139.33685302734375	68	25
7	739.7354125976562	136.24888610839844	69	25
6	956.4434204101562	213.5380859375	69	28
5	612.9965209960938	286.74969482421875	69	11
4	584.3135986328125	319.65325927734375	69	22
1	380.0816650390625	388.7136535644531	69	13
2	434.6924743652344	339.5383605957031	69	27
0	1077.753662109375	406.8846130371094	69	3
3	1046.1229248046875	326.9742126464844	69	4
5	612.4847412109375	287.22528076171875	70	11
7	740.7508544921875	134.0475616455078	70	25
6	955.4725952148438	212.63365173339844	70	28
3	1045.539794921875	327.3300476074219	70	4
2	434.3049621582031	338.1658020019531	70	27
1	379.9856262207031	389.2415466308594	70	13
0	1077.890625	407.828857421875	70	3
4	585.2412109375	319.1251525878906	70	22
6	741.3980712890625	130.87417602539062	71	25
4	585.6463623046875	319.2394104003906	71	22
3	433.9914855957031	336.3707275390625	71	27
5	955.958984375	211.08363342285156	71	28
1	379.8514099121094	390.2226867675781	71	13
0	1077.4063720703125	407.6896057128906	71	3
2	1046.7109375	327.9068603515625	71	4
5	956.4052734375	211.0509490966797	72	28
0	1077.447509765625	406.3609619140625	72	3
1	380.0423278808594	391.2702331542969	72	13
2	1046.6844482421875	328.1761474609375	72	4
3	433.48211669921875	333.60650634765625	72	27
4	586.0479125976562	318.97039794921875	72	22
6	741.7594604492188	127.3885726928711	72	25
4	586.62109375	318.7411804199219	73	22
5	956.8037719726562	208.4817657470703	73	28
6	742.3739624023438	125.51065063476562	73	25
3	432.9861145019531	330.8368225097656	73	27
1	379.2613525390625	392.9721374511719	73	13
0	1077.85009765625	406.1512145996094	73	3
2	1047.9761962890625	328.2390441894531	73	4
0	1077.315673828125	403.8200378417969	74	3
1	379.54766845703125	394.2601623535156	74	13
2	1047.7713623046875	328.2008056640625	74	4
3	585.9132690429688	319.1227111816406	74	22
4	432.5283508300781	328.65655517578125	74	27
5	956.95703125	204.61923217773438	74	28
6	742.4111938476562	123.28318786621094	74	25
7	741.9639892578125	121.56163787841797	75	25
6	954.775390625	200.76194763183594	75	28
5	432.7432556152344	325.38360595703125	75	27
4	585.9808959960938	318.5699462890625	75	22
0	904.5570678710938	735.1318359375	75	14
2	379.7976379394531	395.056884765625	75	13
1	1077.6766357421875	402.4845886230469	75	3
3	1047.199951171875	328.53326416015625	75	4
6	741.9208984375	119.98906707763672	76	25
5	953.2655029296875	197.54344177246094	76	28
3	1047.0413818359375	328.4806823730469	76	4
4	431.36553955078125	324.0214538574219	76	27
1	1075.8790283203125	402.7734069824219	76	3
0	906.111328125	734.8046875	76	14
2	379.28948974609375	396.19049072265625	76	13
0	905.8826904296875	734.0084228515625	77	14
1	379.20501708984375	396.8550720214844	77	13
2	1076.1768798828125	402.485107421875	77	3
3	1046.7347412109375	327.92578125	77	4
4	430.02783203125	320.4043884277344	77	27
5	952.8341674804688	197.5517578125	77	28
6	742.7404174804688	118.58604431152344	77	25
5	743.5805053710938	118.25934600830078	78	25
4	952.3715209960938	195.3722381591797	78	28
3	428.655517578125	318.4592590332031	78	27
1	378.57598876953125	398.02593994140625	78	13
0	906.1617431640625	732.62255859375	78	14
2	1075.8798828125	403.1382751464844	78	3
0	906.7555541992188	734.0975952148438	79	14
1	1075.3818359375	404.30810546875	79	3
2	427.9147644042969	314.9327697753906	79	27
3	952.1655883789062	194.8917236328125	79	28
4	744.8380737304688	117.24286651611328	79	25
4	746.4839477539062	117.01360321044922	80	25
2	427.9046325683594	312.2995300292969	80	27
3	952.333251953125	194.02308654785156	80	28
0	907.0003051757812	733.244873046875	80	14
1	1075.261962890625	404.34051513671875	80	3
0	907.667724609375	732.7999267578125	81	14
1	1075.3084716796875	403.5848388671875	81	3
2	427.7593078613281	310.410400390625	81	27
3	951.92431640625	192.8262939453125	81	28
